"id","on_date","from_currency","to_currency","rate"
"null","2017-04-21","EUR","USD","1.074500"
"null","2017-04-21","EUR","IDR","14316.000000"
"null","2017-04-21","EUR","BGN","1.955800"
"null","2017-04-21","EUR","ILS","3.938200"
"null","2017-04-21","EUR","GBP","0.839200"
"null","2017-04-21","EUR","DKK","7.438100"
"null","2017-04-21","EUR","CAD","1.449400"
"null","2017-04-21","EUR","JPY","117.160000"
"null","2017-04-21","EUR","HUF","313.500000"
"null","2017-04-21","EUR","RON","4.540500"
"null","2017-04-21","EUR","MYR","4.725700"
"null","2017-04-21","EUR","SEK","9.620300"
"null","2017-04-21","EUR","SGD","1.500900"
"null","2017-04-21","EUR","HKD","8.355000"
"null","2017-04-21","EUR","AUD","1.427800"
"null","2017-04-21","EUR","CHF","1.070100"
"null","2017-04-21","EUR","KRW","1220.900000"
"null","2017-04-21","EUR","CNY","7.396500"
"null","2017-04-21","EUR","TRY","3.906700"
"null","2017-04-21","EUR","HRK","7.455000"
"null","2017-04-21","EUR","NZD","1.530100"
"null","2017-04-21","EUR","THB","36.931000"
"null","2017-04-21","EUR","NOK","9.212000"
"null","2017-04-21","EUR","RUB","60.446000"
"null","2017-04-21","EUR","INR","69.438000"
"null","2017-04-21","EUR","MXN","20.198000"
"null","2017-04-21","EUR","CZK","26.907000"
"null","2017-04-21","EUR","BRL","3.377000"
"null","2017-04-21","EUR","PLN","4.258800"
"null","2017-04-21","EUR","PHP","53.422000"
"null","2017-04-21","EUR","ZAR","14.128000"
